"FIPS","Population","HS","BAorHigher","Owner_Occupied","Uninsured","Poverty","MetroArea","Unemployment","HHIncome_med","HHInc_PercStateTotal","Rural_Urban","UrbanInfCode","EconType","Male","WhiteAlone","BlackAlone","AsianAlone","Hispanic","Multiple"
0,"327167434",27.1,31.5,NA,NA,13.1,NA,3.9,"61937 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000,"4887871",30.9,24.9,NA,NA,16.8,NA,3.9,"49881 ",100,NA,NA,NA,NA,NA,NA,NA,NA,NA
1001,"55601",32.6,27.7,NA,NA,13.8,"Yes",3.6,"59338 ",119,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Nonspecialized",48.5512850488301,76.7252387546987,19.6309418895344,1.22479811514181,2.96577399687056,1.82730526429381
1003,"218022",27.6,31.3,74.0154196157735,NA,9.8,"Yes",3.6,"57588 ",115.5,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Recreation",48.4616231389493,87.2852280962472,8.94038216326793,1.15034262597353,4.64677876544569,1.78468227976993
1005,"24881",35.7,12.2,NA,NA,30.9,"No",5.2,"34382 ",68.9,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Manufacturing",52.7832482617258,49.0695711587155,48.3983762710502,0.454161810216631,4.27635545195129,1.23387323660625
1007,"22400",47.3,11.5,NA,NA,21.8,"Yes",4,"46064 ",92.3,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Nonspecialized",53.21875,76.8348214285714,21.2946428571429,0.236607142857143,2.625,1.08035714285714
1009,"57840",34,12.6,NA,NA,13.2,"Yes",3.5,"50412 ",101.1,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Nonspecialized",49.2738589211618,95.8782849239281,1.64246196403873,0.31984785615491,9.57123098201937,1.38485477178423
1011,"10138",39.7,13.3,NA,NA,42.5,"No",4.7,"29267 ",58.7,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Manufacturing",54.5176563424739,26.2477806273427,70.704280923259,0.187413691063326,7.96014993095285,1.27244032353521
1013,"19680",43.9,16.1,NA,NA,24.5,"No",4.8,"37365 ",74.9,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Nonspecialized",46.5701219512195,52.2510162601626,44.9136178861789,1.31605691056911,1.50914634146341,1.09247967479675
1015,"114277",32.4,18,69.8609207540387,NA,19.5,"Yes",4.7,"45400 ",91,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Government",48.0534140728231,75.2784899848613,21.1354865808518,0.964323529669137,3.91067318883065,1.97152532880632
1017,"33615",38.4,13.2,NA,NA,18.7,"No",3.9,"39917 ",80,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","5 - Micropolitan (adjacent to small metro area)","Nonspecialized",47.8744608061877,57.0638107987506,40,1.32678863602558,2.56135653726015,1.25836680053548
1019,"26032",38.3,12.9,NA,NA,16.3,"No",3.6,"42132 ",84.5,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Nonspecialized",49.5390288875231,93.0278119237861,4.26014136447449,0.338045482483098,1.62108174554395,1.68254456054087
1021,"44153",44.1,14.2,NA,NA,17.3,"Yes",3.6,"47547 ",95.3,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Nonspecialized",49.0748080538129,87.1039340475166,10.3707562340045,0.48694312957217,7.92698117908183,1.29776006160397
1023,"12841",38.2,13,NA,NA,22.1,"No",5.5,"39907 ",80,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","10 - Noncore (adjacent to micro area, with no town of ≥ 2,500)","Manufacturing",47.2704618020403,57.1840199361421,41.7023596293124,0.179113776185655,1.0435324351686,0.747605326687953
1025,"23920",43.7,12.6,NA,NA,22.8,"No",7.5,"40741 ",81.7,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","11 - Noncore (not adjacent to micro area, with a town of ≥ 2,500)","Manufacturing",47.3578595317726,53.4322742474916,44.623745819398,0.434782608695652,1.3628762541806,0.961538461538462
1027,"13275",36.3,10.2,NA,NA,17.6,"No",3.9,"39201 ",78.6,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","10 - Noncore (adjacent to micro area, with no town of ≥ 2,500)","Manufacturing",48.9039548022599,83.2090395480226,14.0715630885122,0.24105461393597,3.01318267419962,1.93596986817326
1029,"14987",39.6,13.7,NA,NA,16,"No",4.2,"46495 ",93.2,"8 - Nonmetro (rural or < 2,500 urban pop., adjacent to metro)","4 - Noncore (adjacent to large metro area)","Nonspecialized",49.5162474144258,94.9756455594849,2.94255021018216,0.220190832054447,2.48215119770468,1.2944551945019
1031,"51909",27.9,23.4,NA,NA,13.8,"No",3.9,"55122 ",110.5,"4 - Nonmetro (20,000+ urban pop., adjacent to metro)","5 - Micropolitan (adjacent to small metro area)","Nonspecialized",49.1648847020748,75.8404130304957,17.707911922788,1.63555452811651,7.58057369627618,3.00911210002119
1033,"54762",36,18.7,NA,NA,13.8,"Yes",4.6,"49055 ",98.3,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Nonspecialized",47.9511339980278,80.5996859135897,16.2064935539243,0.589825061173807,2.67521273876045,1.86625762389978
1035,"12277",48.8,10.7,NA,NA,24.4,"No",5.2,"32613 ",65.4,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","11 - Noncore (not adjacent to micro area, with a town of ≥ 2,500)","Nonspecialized",47.9025820640222,51.6331351307323,46.2653742771035,0.211778121690967,2.15036246640059,1.34397654150037
1037,"10715",38.6,11.6,NA,NA,18.9,"No",4.2,"42423 ",85,"8 - Nonmetro (rural or < 2,500 urban pop., adjacent to metro)","3 - Micropolitan (adjacent to large metro area)","Manufacturing",50.3873075128325,66.8875408306113,30.8819412039197,0.139990667288847,2.51983201119925,1.32524498366776
1039,"36986",35.4,14.9,NA,NA,19.9,"No",4.6,"40203 ",80.6,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Nonspecialized",48.3858757367653,84.5427999783702,12.610176823663,0.465040826258584,1.74931054993781,1.67901368085221
1041,"13824",38.8,15.6,NA,NA,19.5,"No",4.1,"39057 ",78.3,"8 - Nonmetro (rural or < 2,500 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Manufacturing",48.2783564814815,72.7864583333333,23.4664351851852,1.12123842592593,2.31481481481481,1.953125
1043,"83442",35.6,13.7,70.3513337670787,NA,14.5,"No",3.3,"45796 ",91.8,"4 - Nonmetro (20,000+ urban pop., adjacent to metro)","3 - Micropolitan (adjacent to large metro area)","Nonspecialized",49.4295438747873,95.8570024687807,1.33745595743151,0.67232329042928,4.43301934277702,1.40097313103713
1045,"48956",32.7,17,NA,NA,16.2,"No",4.2,"45309 ",90.8,"4 - Nonmetro (20,000+ urban pop., adjacent to metro)","5 - Micropolitan (adjacent to small metro area)","Manufacturing",49.070594002778,73.7784949750797,20.9616798758068,1.41964212762481,6.6386142658714,2.82702835198954
1047,"38310",35.2,15.1,NA,NA,31.4,"No",6.5,"34035 ",68.2,"4 - Nonmetro (20,000+ urban pop., adjacent to metro)","5 - Micropolitan (adjacent to small metro area)","Manufacturing",46.1628817541112,27.747324458366,70.4620203602193,0.582093448185852,1.11198120595145,0.874445314539285
1049,"71385",33.3,12.7,69.5063447848963,NA,21.3,"No",3.8,"39491 ",79.2,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Manufacturing",49.6294739791273,92.7141556349373,1.85613224066681,0.515514463822932,14.8420536527282,2.24416894305526
1051,"81887",32.8,24.5,72.7207293666027,NA,11.2,"Yes",3.4,"60367 ",121,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Nonspecialized",48.3410065089697,75.4698547999072,21.4563972303296,0.709514330724047,3.01268821668885,1.72921220706583
1053,"36748",44.5,12.7,NA,NA,23.6,"No",4.6,"38418 ",77,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Nonspecialized",50.6911940785893,62.0224229890062,31.6724719712637,0.304778491346468,2.46816153260041,2.0654185261783
1055,"102501",32.9,17.7,71.4566876061578,NA,17.5,"Yes",4.1,"44903 ",90,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Nonspecialized",48.4414786197208,80.7757973092945,15.7013102311197,0.831211402815582,4.01557057979922,1.77266563253041
1057,"16433",41.5,12.9,NA,NA,23.5,"No",4.1,"39254 ",78.7,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Nonspecialized",48.8224913284245,85.6569098764681,11.9880727803809,0.438142761516461,1.8073388912554,1.44830523945719
1059,"31363",36.8,12.9,NA,NA,19.2,"No",3.7,"39388 ",79,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Manufacturing",50.4511685744348,91.6302649618978,4.5499473902369,0.3411663425055,17.7502152217581,1.68351241909256
1061,"26314",37.2,11.1,NA,NA,21.3,"Yes",3.9,"37823 ",75.8,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Nonspecialized",48.818119632135,87.219730941704,9.46644371817284,0.342023257581516,4.04347495629703,1.87352739986319
1063,"8233",36.8,10.1,NA,NA,30.1,"No",6.7,"28524 ",57.2,"8 - Nonmetro (rural or < 2,500 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Nonspecialized",47.2124377505162,18.4501396817685,80.128750151828,0.267217296246812,1.66403498117333,0.825944370217418
1065,"14726",42.6,14.1,NA,NA,25.6,"Yes",5.1,"34724 ",69.6,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Nonspecialized",47.5892978405541,40.6627733260899,58.1352709493413,0.285209832948526,1.35814206165965,0.651908189596632
1067,"17209",33.5,18,NA,NA,17.9,"Yes",4.4,"46027 ",92.3,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Nonspecialized",48.2305770236504,71.358010343425,26.2827590214423,0.371898425242606,2.67301993143123,1.47016096228718
1069,"104722",31.6,21,66.6879762696261,NA,16.5,"Yes",4,"47993 ",96.2,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Nonspecialized",48.0185634346174,69.0628521227631,27.2063176791887,1.05994919883119,3.43862798647849,2.0358663891064
1071,"51736",40.8,14.2,NA,NA,19.7,"No",4.1,"41929 ",84.1,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","5 - Micropolitan (adjacent to small metro area)","Manufacturing",49.0760785526519,91.2614040513376,3.58551105613113,0.585665687335704,2.9534560074223,2.77563012215865
1073,"659300",26.8,32.4,61.2461631009856,NA,16.1,"Yes",3.7,"55013 ",110.3,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Nonspecialized",47.2608827544365,53.1559229485818,43.4553314121037,1.77096920976794,3.98088882147732,1.27377521613833
1075,"13844",39.9,12.5,NA,NA,17.4,"No",3.8,"40936 ",82.1,"8 - Nonmetro (rural or < 2,500 urban pop., adjacent to metro)","7 - Noncore (adjacent to small metro, with a town of ≤ 2,500)","Manufacturing",48.8803813926611,87.2869112973129,10.58942502167,0.101126841953193,1.69026292978908,1.71915631320428
1077,"92387",36,23.9,65.7333507784901,NA,14,"Yes",4.2,"48707 ",97.6,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Nonspecialized",47.9796941128081,86.9797698810439,10.0641865197484,0.766341584855012,2.86187450615346,1.68205483455465
1079,"32957",41.5,11.7,NA,NA,19.3,"Yes",4.2,"43909 ",88,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Manufacturing",48.6907182085748,78.1988651879722,10.9415298722578,0.233637770428134,2.22714446096429,4.80019419243256
1081,"163941",24.1,34.1,63.5470924771582,NA,19,"Yes",3.6,"48937 ",98.1,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Government",49.1878175685155,70.5680702203842,23.088794139355,4.1941918129083,3.75988922844194,1.68597239250706
1083,"96174",30.3,25.5,79.1351779619698,NA,11.4,"Yes",3.5,"64863 ",130,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Government",50.0717449622559,81.1612286064841,13.8498970615759,1.5960654646786,6.14511198452804,2.37382244681515
1085,"9974",38.6,14.1,NA,NA,25.1,"Yes",7.3,"33973 ",68.1,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Manufacturing",46.8217365149388,25.917385201524,72.5486264287147,0.441146982153599,1.73450972528574,0.681772608782835
1087,"18439",30.1,20.7,NA,NA,30.2,"No",5.5,"32495 ",65.1,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Government",45.4634199251586,16.9640436032323,80.7310591680677,0.607408210857422,1.82764792016921,1.41547806280167
1089,"366519",20.8,41.7,65.303058988992,NA,11.9,"Yes",3.5,"63755 ",127.8,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Government",48.8580401016046,68.8471811829673,24.9026653461349,2.6778966438302,5.06876860408328,2.647338882841
1091,"19066",39.8,15.4,NA,NA,24,"No",5,"37733 ",75.6,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","11 - Noncore (not adjacent to micro area, with a town of ≥ 2,500)","Nonspecialized",46.8530368194692,46.8845064512745,51.3741739221651,0.304206440784643,2.58050980803525,1.01227315640407
1093,"29763",34.8,13.1,NA,NA,20.2,"No",4.1,"37887 ",76,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","11 - Noncore (not adjacent to micro area, with a town of ≥ 2,500)","Manufacturing",49.3431441722945,94.0294997144105,3.87729731545879,0.325908006585358,2.57366528911736,1.28011289184558
1095,"96109",31.1,19.2,69.3776956253851,NA,18.3,"No",3.4,"46233 ",92.7,"4 - Nonmetro (20,000+ urban pop., adjacent to metro)","5 - Micropolitan (adjacent to small metro area)","Manufacturing",49.4251318815095,93.0027364762925,3.02365023046749,0.733542124046655,14.3254013671977,1.84686137614583
1097,"413757",33.5,22.9,64.261101737101,NA,20.8,"Yes",4.7,"43598 ",87.4,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Nonspecialized",47.6310974799218,59.2006902602252,36.090990605597,2.06594692053548,3.05686671162059,1.66015318169844
1099,"21067",46.1,14.1,NA,NA,21.9,"No",6.2,"39556 ",79.3,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","11 - Noncore (not adjacent to micro area, with a town of ≥ 2,500)","Manufacturing",47.4913371623867,55.1193810224522,41.2303602791095,0.469929273270993,1.61389851426401,1.7942754070347
1101,"225763",25.5,32.1,57.9172030625381,NA,20.1,"Yes",4,"49640 ",99.5,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Government",47.1831079494869,35.9425592324694,59.012770028747,3.19051394604076,3.51563365121831,1.42228797455739
1103,"119089",29.6,21.7,72.039241622575,NA,13.2,"Yes",3.5,"52797 ",105.8,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Manufacturing",49.2757517486922,82.7876630083383,13.0482244371856,0.701995986195199,8.45334161845343,2.20843234891552
1105,"9140",39.4,15.7,NA,NA,35.3,"No",6.5,"26814 ",53.8,"8 - Nonmetro (rural or < 2,500 urban pop., adjacent to metro)","4 - Noncore (adjacent to large metro area)","Nonspecialized",46.8380743982495,30.5361050328228,67.8884026258206,0.601750547045952,1.44420131291028,0.667396061269147
1107,"19938",36.7,13.5,NA,NA,23.1,"Yes",4.6,"37586 ",75.4,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Nonspecialized",49.8946734878122,57.8292707392918,40.2196810111345,0.336041729361019,4.75473969304845,1.03821847727957
1109,"33338",33.3,23.6,NA,NA,23.6,"No",4.5,"37259 ",74.7,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","5 - Micropolitan (adjacent to small metro area)","Government",48.2872397864299,57.4809526666267,37.6807246985422,2.12970184174216,2.405663207151,1.91073249745036
1111,"22725",36.3,14.9,NA,NA,19.7,"No",4,"40546 ",81.3,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","4 - Noncore (adjacent to large metro area)","Nonspecialized",48.6512651265126,77.8393839383938,19.4851485148515,0.391639163916392,2.90869086908691,1.6985698569857
1113,"57781",32.3,16.5,NA,NA,21.7,"Yes",4,"39104 ",78.4,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Manufacturing",48.0175144078503,49.9558678458317,45.6845675914228,0.877451065229055,5.61603295200845,2.58043301431266
1115,"88690",36,16.5,76.297343641888,NA,12,"Yes",3.5,"57284 ",114.8,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Nonspecialized",49.6414477393167,87.7652497463074,9.45315142631638,0.89074303754651,2.50761077911828,1.45563197654752
1117,"215707",20.3,42.1,78.6324460376783,NA,8,"Yes",2.9,"75663 ",151.7,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Nonspecialized",48.3387187249371,82.8350493957081,13.0598450676149,2.25815573903489,5.77867199488195,1.39448418456517
1119,"12691",37.8,21.8,NA,NA,34.7,"No",5.9,"27859 ",55.9,"8 - Nonmetro (rural or < 2,500 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Government",45.7174375541722,25.2541170908518,71.7910330155228,2.01717752738161,1.15042155858482,0.772200772200772
1121,"79828",34.9,14.3,68.2137346893794,NA,19.3,"No",4.3,"41630 ",83.5,"4 - Nonmetro (20,000+ urban pop., adjacent to metro)","3 - Micropolitan (adjacent to large metro area)","Manufacturing",48.3289071503733,64.3207896978504,32.8305857593827,0.657663977551736,2.35882146615223,1.7550233000952
1123,"40497",32.9,18.3,NA,NA,19.7,"No",4.2,"42205 ",84.6,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Nonspecialized",48.4776650122231,70.4323777069906,27.1476899523421,0.619798997456602,2.35079141664815,1.3136775563622
1125,"208911",29.9,30.3,62.8739116592611,NA,16.8,"Yes",3.7,"52557 ",105.4,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Government",48.1492118653398,64.6122032827376,32.0725093460852,1.62461526678825,3.88442925456295,1.29002302415861
1127,"63711",37.1,11.6,76.8736871309104,NA,17.9,"Yes",4.2,"45434 ",91.1,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Nonspecialized",48.7200012556701,90.9576054370517,6.17161871576337,0.605860840357238,2.56470625166769,1.59940983503634
1129,"16378",43.2,11.1,NA,NA,17.6,"No",5.8,"44424 ",89.1,"8 - Nonmetro (rural or < 2,500 urban pop., adjacent to metro)","7 - Noncore (adjacent to small metro, with a town of ≤ 2,500)","Manufacturing",49.1818292831848,66.1741360361461,23.5071437293931,0.903651239467579,1.58138966906826,1.44706313347173
1131,"10627",40.3,12.5,NA,NA,33.4,"No",9.6,"25385 ",50.9,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","10 - Noncore (adjacent to micro area, with no town of ≥ 2,500)","Manufacturing",47.5769266961513,27.4301307989084,71.2807001035099,0.235249835325115,1.41149901195069,0.809259433518397
1133,"23660",37.4,13.5,NA,NA,18.6,"No",4.2,"41156 ",82.5,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","4 - Noncore (adjacent to large metro area)","Manufacturing",49.2603550295858,96.1834319526627,0.874894336432798,0.36770921386306,3.19526627218935,1.50042265426881
2000,"737438",28,29.2,NA,NA,11.1,NA,6.6,"74912 ",100,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"3515",40.2,12.7,NA,NA,15.5,"No",3,"70081 ",93.6,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","12","Manufacturing",67.5391180654339,20.5689900426743,11.5504978662873,43.3570412517781,14.7083926031294,3.64153627311522
2016,"5723",40.5,16.4,NA,NA,10,"No",3.5,"82633 ",110.3,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","11 - Noncore (not adjacent to micro area, with a town of ≥ 2,500)","Manufacturing",65.5250742617508,33.3741044906518,7.00681460772322,41.2196400489254,13.8214223309453,4.26349816529792
2020,"291538",23.8,35.3,58.5119164035651,NA,9.5,"Yes",5.5,"82113 ",109.6,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Government",50.8969671192092,63.9079639703915,6.10520755441829,10.0906228347591,9.29793028696088,8.33956465366436
2050,"18216",45.2,12.3,NA,NA,32.7,"No",12.8,"44304 ",59.1,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","11 - Noncore (not adjacent to micro area, with a town of ≥ 2,500)","Nonspecialized",51.4712340799297,10.2986385595081,0.916776460254721,0.955204216073781,2.42643829600351,3.80434782608696
2060,"877",34.9,22.3,NA,NA,11.2,"No",6.3,"77257 ",103.1,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","12","Manufacturing",53.363740022805,45.381984036488,1.02622576966933,1.36830102622577,7.52565564424173,19.2702394526796
2068,"2059",26.1,43.5,NA,NA,6.9,"No",7.8,"75477 ",100.8,"8 - Nonmetro (rural or < 2,500 urban pop., adjacent to metro)","7 - Noncore (adjacent to small metro, with a town of ≤ 2,500)","Recreation",55.6580864497329,82.904322486644,2.1369596891695,5.34239922292375,3.20543953375425,4.273919378339
2070,"5000",39.2,19.3,NA,NA,22,"No",8.2,"54524 ",72.8,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","12","Manufacturing",50.36,16.52,0.74,0.9,3.76,9.26
2090,"98971",22.3,32.6,59.498944244707,NA,8.6,"Yes",5.8,"74268 ",99.1,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Government",53.8642632690384,75.7130876721464,5.4662476887169,3.49092158309,8.36709743258126,6.87272029180265
2100,"2474",30,37.4,NA,NA,10.5,"No",9.5,"58943 ",78.7,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","12","Recreation",49.3936944219887,79.6685529506871,0.646725949878739,1.05092966855295,3.23362974939369,8.16491511721908
2105,"2151",35.6,23.4,NA,NA,17.2,"No",12.6,"51188 ",68.3,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","10 - Noncore (adjacent to micro area, with no town of ≥ 2,500)","Government",52.7196652719665,48.7215248721525,1.90609019060902,1.48768014876801,6.36913063691306,10.1348210134821
2110,"32113",20.4,39.5,NA,NA,7.3,"No",4.4,"79173 ",105.7,"5 - Nonmetro (20,000+ urban pop., not adjacent to metro)","8 - Micropolitan (not adjacent to metro area)","Government",50.7987419425155,68.7291751004266,1.45112571232834,7.02830629340143,6.7947560178121,9.63161336530377
2122,"58533",32.2,23.3,NA,NA,12.4,"No",7.7,"65439 ",87.4,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","11 - Noncore (not adjacent to micro area, with a town of ≥ 2,500)","Recreation",52.0868569866571,83.2743922231903,0.826883979977107,1.780192370116,4.25571899612185,5.84114943706969
2130,"13918",29.9,24.5,NA,NA,9.1,"No",6,"68309 ",91.2,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","8 - Micropolitan (not adjacent to metro area)","Government",51.0274464721943,66.9133496191982,1.05618623365426,8.41356516740911,5.77669205345596,9.24701824974853
2150,"13345",31.3,26,NA,NA,8.2,"No",5.8,"74109 ",98.9,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","11 - Noncore (not adjacent to micro area, with a town of ≥ 2,500)","Manufacturing",53.1734732109404,55.2041963282128,1.32633945297864,22.2405395279131,8.83476957662046,7.45597602098164
2158,"8303",53.6,4.8,NA,NA,35.1,"No",19.9,"32728 ",43.7,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","12","Nonspecialized",52.6797543056726,3.84198482476213,0.867156449476093,0.493797422618331,2.57738166927617,2.55329399012405
2160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2164,"1587",41.9,15.8,NA,NA,18.2,"No",11.6,"49403 ",65.9,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","12","Recreation",51.2287334593573,23.755513547574,1.00819155639572,3.15059861373661,3.528670447385,10.2709514807813
2170,"107610",32.2,21.2,77.6313555004585,NA,10.4,"Yes",7.6,"74649 ",99.6,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Recreation",51.9161787937924,82.7506737292073,1.27683300808475,1.75076665737385,5.06086794907536,6.96310751788867
2180,"10008",42.9,14.6,NA,NA,22,"No",11.6,"55318 ",73.8,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","11 - Noncore (not adjacent to micro area, with a town of ≥ 2,500)","Nonspecialized",52.6278976818545,15.6574740207834,0.82933653077538,1.51878497202238,2.50799360511591,6.35491606714628
2185,"9872",43,16.6,NA,NA,11.1,"No",7,"89276 ",119.2,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","11 - Noncore (not adjacent to micro area, with a town of ≥ 2,500)","Mining",62.2467585089141,32.7086709886548,1.57009724473258,6.06766612641815,4.29497568881686,5.11547811993517
2188,"7671",47.3,11.7,NA,NA,21.1,"No",14.2,"59337 ",79.2,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","11 - Noncore (not adjacent to micro area, with a town of ≥ 2,500)","Mining",53.9825316125668,12.0062573328119,1.59040542302177,0.821274931560422,3.7804719071829,6.0617911615174
2195,"3221",31.9,27.6,NA,NA,7.2,"No",8.7,"66075 ",88.2,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","11 - Noncore (not adjacent to micro area, with a town of ≥ 2,500)","Nonspecialized",52.778640173859,75.3182241539894,2.29742316050916,3.25985718720894,6.02297423160509,7.32691710648867
2198,"6422",37.3,17.6,NA,NA,16.5,"No",10.9,"49356 ",65.9,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","10 - Noncore (adjacent to micro area, with no town of ≥ 2,500)","Recreation",54.7648707567736,46.9947056991591,0.560573030208658,0.9654313298038,3.69043911554033,8.05045157271878
2201,NA,NA,NA,NA,NA,NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2220,"8647",28.3,32.6,NA,NA,7.7,"No",4.2,"71825 ",95.9,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","11 - Noncore (not adjacent to micro area, with a town of ≥ 2,500)","Nonspecialized",50.8846998959177,64.9126864808604,1.00612929339655,8.11842257430323,6.98508153116688,9.21706950387417
