"FIPS","Population","HS","BAorHigher","Owner_Occupied","Uninsured","Poverty","MetroArea","Unemployment","HHIncome_med","HHInc_PercStateTotal","Rural_Urban","UrbanInfCode","EconType","Male","WhiteAlone","BlackAlone","AsianAlone","Hispanic","Multiple"
17095,"50112",36.2,18.5,NA,NA,16.4,"No",5.3,"44553 ",68.5,"4 - Nonmetro (20,000+ urban pop., adjacent to metro)","5 - Micropolitan (adjacent to small metro area)","Nonspecialized",50.4330300127714,87.5738346104725,8.21360153256705,1.05763090676884,5.85488505747126,2.69795657726692
17097,"700832",21.1,45,73.2427740997901,NA,8,"Yes",4.5,"87336 ",134.2,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Nonspecialized",49.9795956805625,81.0954693849596,7.47582872928177,8.28543787954888,22.1729316012967,2.17998036619332
17099,"109430",35.6,17.9,70.7047619047619,NA,13.6,"No",5.8,"54063 ",83.1,"4 - Nonmetro (20,000+ urban pop., adjacent to metro)","3 - Micropolitan (adjacent to large metro area)","Nonspecialized",50.4669651832222,94.4055560632368,2.83743032075299,0.939413323585854,10.0274147857078,1.39267111395413
17101,"15765",37,13.5,NA,NA,17.5,"No",5.9,"43767 ",67.3,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","9 - Noncore (adjacent to micro area, with a town of 2,500 to 19,999)","Mining",56.0482080558199,87.8972407231208,10.0729464002537,0.488423723437996,3.8883602917856,1.07833809070726
17103,"34223",34.2,17.7,NA,NA,10.1,"No",4.4,"54915 ",84.4,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","3 - Micropolitan (adjacent to large metro area)","Nonspecialized",53.101715220758,91.6605791426818,5.56350992022909,0.844461327177629,6.35829705169038,1.51652397510446
17105,"35761",43.1,15.7,NA,NA,12.6,"No",4.4,"59323 ",91.2,"4 - Nonmetro (20,000+ urban pop., adjacent to metro)","3 - Micropolitan (adjacent to large metro area)","Nonspecialized",50.1524006599368,92.9336427952238,4.18612454908979,1.00947960068231,4.62794664578731,1.57993344705126
17107,"28925",35,20.4,NA,NA,10.9,"No",4.7,"52959 ",81.4,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","5 - Micropolitan (adjacent to small metro area)","Nonspecialized",50.7692307692308,88.9783923941227,8.28694900605013,0.767502160760588,3.51598962834918,1.57649092480553
17109,"29955",30.6,32.4,NA,NA,21.9,"No",5.1,"42887 ",65.9,"5 - Nonmetro (20,000+ urban pop., not adjacent to metro)","8 - Micropolitan (not adjacent to metro area)","Government",48.9868135536638,89.9182106493073,5.57836755132699,2.38023702219997,2.7941912869304,1.71924553496912
17111,"308570",26.2,33.7,79.9791430837931,NA,5.9,"Yes",3.5,"86268 ",132.6,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Nonspecialized",49.7825452895615,93.1315422756587,1.72246167806332,2.97436562206306,13.4484881874453,1.61551673850342
17113,"172828",25.1,44.8,65.3393915205845,NA,14.4,"Yes",4.2,"67087 ",103.1,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Nonspecialized",48.5847200685074,83.637489295716,8.18559492674798,5.41521049829889,5.0628370402944,2.41453931075983
17115,"104712",34.4,22.5,73.1135258394025,NA,17.4,"Yes",5.6,"50684 ",77.9,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Manufacturing",47.9009091603637,77.9824661929865,17.5137520055008,1.18897547559019,2.34834593933838,2.99870119948048
17117,"45313",38.6,19.4,NA,NA,12.9,"Yes",4.9,"53409 ",82.1,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Nonspecialized",49.4537991304924,97.0825149515591,0.982058129013749,0.386202635005407,1.27557213161786,1.14536667181604
17119,"264461",30.7,25.8,70.5480729769056,NA,13.8,"Yes",4.5,"60121 ",92.4,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Nonspecialized",48.6907332272055,87.7021564616333,8.80054147870574,1.03191018713534,3.38121689020309,2.06722352256098
17121,"37620",35.2,15,NA,NA,19.5,"No",4.9,"46096 ",70.8,"4 - Nonmetro (20,000+ urban pop., adjacent to metro)","3 - Micropolitan (adjacent to large metro area)","Nonspecialized",48.8915470494418,92.6661350345561,4.2822966507177,0.680489101541733,2.11057947900053,1.98830409356725
17123,"11534",41.4,16.8,NA,NA,9.5,"Yes",5.2,"57422 ",88.3,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Manufacturing",49.6358591988902,97.0608635338998,0.771631697589735,0.48552106814635,2.97381654239639,1.26582278481013
17125,"13565",44.2,15.4,NA,NA,14.6,"No",6,"48764 ",74.9,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Nonspecialized",49.3107261334316,97.338739402875,0.692959823074088,0.442314780685588,1.09841503870254,1.12053077773682
17127,"14080",34.2,13.2,NA,NA,17.2,"No",7,"43783 ",67.3,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","8 - Micropolitan (not adjacent to metro area)","Recreation",47.890625,90.4829545454545,5.95170454545455,0.625,2.96875,2.40767045454545
17129,"12288",36.7,23.1,NA,NA,9,"Yes",4,"74872 ",115.1,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Farming",48.7386067708333,96.8831380208333,0.911458333333333,0.382486979166667,1.5625,1.46484375
17131,"15601",39.3,17.8,NA,NA,9,"Yes",5.3,"58384 ",89.7,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Nonspecialized",49.9455163130569,97.3078648804564,0.807640535863086,0.474328568681495,2.50624959938465,1.12172296647651
17133,"34335",29.2,32.5,NA,NA,4.3,"Yes",3.5,"88481 ",136,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Nonspecialized",49.6810834425513,97.6933158584535,0.410659676714723,0.661132954710936,1.54070190767438,0.972768312217854
17135,"28601",39.9,15.6,NA,NA,14.4,"No",5.9,"53138 ",81.7,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","4 - Noncore (adjacent to large metro area)","Nonspecialized",52.386280199993,94.7868955630922,3.54183420160134,0.503478899339184,1.75168700395091,0.90905912380686
17137,"33976",40.7,19.9,NA,NA,15.2,"No",4.4,"48976 ",75.3,"4 - Nonmetro (20,000+ urban pop., adjacent to metro)","5 - Micropolitan (adjacent to small metro area)","Nonspecialized",50.7623028019779,89.9370143630798,6.96668236402166,0.765246056039557,2.48116317400518,1.8483635507417
17139,"14717",33.2,19.5,NA,NA,9.6,"No",3.8,"59901 ",92.1,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Manufacturing",48.9501936535979,97.8052592240266,0.604742814432289,0.312563701841408,1.52884419378949,0.985255147108786
17141,"50923",33.6,20,NA,NA,8.4,"No",5,"61794 ",95,"4 - Nonmetro (20,000+ urban pop., adjacent to metro)","3 - Micropolitan (adjacent to large metro area)","Nonspecialized",49.6671445123029,96.1471240893113,1.23519824048073,0.693203464053571,10.2841545077863,1.47477564165505
17143,"180621",27,30.4,66.1094842443009,NA,16.6,"Yes",5.5,"56478 ",86.8,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Nonspecialized",48.4533913553795,73.7295220378583,18.6528698213386,4.13074891623898,4.91526455949198,3.02068973153731
17145,"21174",38.6,11.7,NA,NA,17.8,"No",6,"49965 ",76.8,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Government",55.0628128837253,88.1788986492869,8.95437801076792,0.538396146217059,3.22093133087749,1.84660432606026
17147,"16396",34.1,27.9,NA,NA,7.3,"Yes",4.3,"67460 ",103.7,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Farming",49.5547694559649,97.4505977067577,0.695291534520615,0.426933398389851,1.36618687484752,1.1771163698463
17149,"15611",41.2,15.1,NA,NA,14.1,"No",4.8,"47815 ",73.5,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","9 - Noncore (adjacent to micro area, with a town of 2,500 to 19,999)","Nonspecialized",50.1505348792518,97.1302286849017,1.44769713663442,0.31388123758888,1.229901992185,0.845557619627186
17151,"4212",34.4,13.4,NA,NA,18.6,"No",6.1,"43053 ",66.2,"8 - Nonmetro (rural or < 2,500 urban pop., adjacent to metro)","7 - Noncore (adjacent to small metro, with a town of ≤ 2,500)","Government",51.7094017094017,92.0465337132004,5.34188034188034,0.40360873694207,1.59069325735992,1.37701804368471
17153,"5463",34.2,12.3,NA,NA,19.7,"No",8.2,"38400 ",59,"8 - Nonmetro (rural or < 2,500 urban pop., adjacent to metro)","7 - Noncore (adjacent to small metro, with a town of ≤ 2,500)","Government",48.5996705107084,64.9460003660992,30.9536884495698,0.402709134175361,2.28812008054183,2.89218378180487
17155,"5740",38.5,14.6,NA,NA,8.5,"No",5.2,"66319 ",101.9,"8 - Nonmetro (rural or < 2,500 urban pop., adjacent to metro)","5 - Micropolitan (adjacent to small metro area)","Manufacturing",50.9233449477352,96.8641114982578,0.853658536585366,0.574912891986063,5.90592334494774,1.37630662020906
17157,"32106",39.3,12.8,NA,NA,13.8,"No",4.4,"53607 ",82.4,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","4 - Noncore (adjacent to large metro area)","Manufacturing",54.9928362299882,87.332585809506,10.4653335825079,0.507693266056189,3.12091197906933,1.30816669781349
17159,"15763",29.9,21.3,NA,NA,15,"No",4.7,"48152 ",74,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","11 - Noncore (not adjacent to micro area, with a town of ≥ 2,500)","Nonspecialized",49.4766224703419,96.5108164689463,0.812028167227051,0.894499777961048,1.83340734631733,1.41470532259088
17161,"143477",29.9,23.2,67.6164002779708,NA,14.2,"Yes",5.2,"52642 ",80.9,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Nonspecialized",49.2622510925096,82.6885145354308,10.9947935906103,2.74956961742997,13.1038424277062,2.90429824989371
17163,"261059",28.6,27.3,63.6599768466724,NA,14.8,"Yes",5,"58222 ",89.5,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Nonspecialized",48.2415852355215,64.9370448825744,30.5693349013058,1.52532569265951,4.17530136865613,2.49215694536484
17165,"23906",28.5,17.8,NA,NA,20.3,"No",6.5,"40761 ",62.6,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Mining",49.3558102568393,92.800970467665,3.89860286120639,0.652555843721242,1.89073872667949,2.08315903957166
17167,"195348",27.9,34.2,70.4716077698828,NA,13.1,"Yes",4.3,"62242 ",95.7,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Government",47.9866699428712,82.1498044515429,12.9491983537072,2.11008047177345,2.35067674099556,2.4837725495014
17169,"6907",37.8,18.2,NA,NA,11.4,"No",4.5,"52018 ",80,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","9 - Noncore (adjacent to micro area, with a town of 2,500 to 19,999)","Mining",52.4685102070363,95.0774576516577,3.6195164326046,0.419863906182134,1.86767047922398,0.694947155060084
17171,"4926",48.7,15,NA,NA,10.3,"No",5.4,"55198 ",84.8,"9 - Nonmetro (rural or < 2,500 urban pop., not adjacent to metro)","8 - Micropolitan (not adjacent to metro area)","Farming",49.4112870483151,98.0308566788469,0.609013398294762,0.22330491270808,1.29922858302883,0.913520097442144
17173,"21741",44.9,16.9,NA,NA,10.2,"No",4.3,"56509 ",86.9,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Farming",49.744721953912,98.1095625776183,0.367968354721494,0.335771123683363,1.0579090198243,0.924520491237754
17175,"5427",39.7,17.5,NA,NA,11.2,"Yes",6.3,"52651 ",80.9,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Farming",49.5117007554819,96.7385295743505,0.884466556108347,0.552791597567717,2.00847613782937,1.51096370001843
17177,"44753",36,19.3,NA,NA,12.7,"No",4.8,"47357 ",72.8,"4 - Nonmetro (20,000+ urban pop., adjacent to metro)","5 - Micropolitan (adjacent to small metro area)","Manufacturing",48.613500770898,85.6925792684289,10.2965164346524,0.665877147900699,4.18072531450406,3.01432306214109
17179,"132328",31.9,26.4,75.2382356736033,NA,9.6,"Yes",4.9,"61508 ",94.5,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Manufacturing",49.1505954899946,95.9199866997158,1.32927271628076,0.921951514418717,2.31999274529956,1.47058823529412
17181,"16841",33,22.8,NA,NA,17.4,"No",6.5,"49716 ",76.4,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Government",50.1098509589692,95.795974110801,1.27664627991212,0.463155394572769,5.34410070660887,1.71605011578885
17183,"76806",41.1,15.1,72.5207499751992,NA,19.3,"Yes",6.2,"44638 ",68.6,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Nonspecialized",49.7630393458844,82.1862875296201,13.962450850194,0.907481186365649,5.20662448246231,2.51803244538187
17185,"11549",30.8,17.2,NA,NA,14.4,"No",4.5,"53414 ",82.1,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","11 - Noncore (not adjacent to micro area, with a town of ≥ 2,500)","Mining",50.4286085375357,96.0256299246688,0.935145900077929,1.23820244176985,2.85739025023812,1.47198891678933
17187,"17032",32.8,23,NA,NA,12.9,"No",4.2,"53532 ",82.3,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Manufacturing",49.301315171442,92.1735556599342,2.7536402066698,2.5716298731799,9.65829027712541,1.87294504462189
17189,"13995",33.6,20.6,NA,NA,7.4,"No",3,"66937 ",102.9,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","4 - Noncore (adjacent to large metro area)","Nonspecialized",49.9321186137906,97.4562343694176,0.950339406931047,0.464451589853519,1.44337263308324,0.914612361557699
17191,"16332",36.3,14.6,NA,NA,13.8,"No",5.6,"50471 ",77.6,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","9 - Noncore (adjacent to micro area, with a town of 2,500 to 19,999)","Nonspecialized",49.2040166544208,97.3303943179035,0.593926034778349,0.722507959833456,1.54298310066128,1.01640950281656
17193,"13665",38.4,15.2,NA,NA,12.3,"No",4.3,"49507 ",76.1,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Mining",49.2645444566411,97.3801683132089,0.702524698133919,0.431759970728138,1.48554701792902,1.04646908159532
17195,"55626",37.1,18.5,NA,NA,10.5,"No",4.6,"57197 ",87.9,"4 - Nonmetro (20,000+ urban pop., adjacent to metro)","5 - Micropolitan (adjacent to small metro area)","Manufacturing",49.5595584798476,95.4409808362996,1.79772049041815,0.544709308596699,12.1184338259087,1.72041850933017
17197,"692310",26.7,34,81.5506686634613,NA,6.4,"Yes",4,"86108 ",132.3,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Nonspecialized",49.6238679204403,79.4310352298826,12.1315595614681,5.95123571810316,17.839407201976,1.9657378919848
17199,"67056",30.6,22.6,71.2609424473831,NA,14.4,"Yes",5.1,"46187 ",71,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Government",49.6883202099738,91.6338582677165,4.64686232402768,1.35260081126223,2.75590551181102,1.85069195895968
17201,"284081",32,22.6,67.2455158231463,NA,16.1,"Yes",5.7,"53795 ",82.7,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Manufacturing",48.8012221866299,80.0352716302745,13.6256912641113,2.86890006723435,13.1198496203548,2.86819604267797
17203,"38463",32.1,31.6,NA,NA,7.1,"Yes",4.1,"72247 ",111,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Manufacturing",49.8895041988404,97.0855107505915,0.68377401658737,0.779970361126277,1.88752827392559,1.14655643085563
18000,"6691878",33.5,25.9,NA,NA,13,NA,3.4,"55725 ",100,NA,NA,NA,NA,NA,NA,NA,NA,NA
18001,"35636",39.7,15.3,NA,NA,11.6,"No",2.6,"56693 ",101.7,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","5 - Micropolitan (adjacent to small metro area)","Manufacturing",49.9607138848356,97.7663037377933,0.600516331799304,0.367605791895836,4.62453698507128,0.895162195532607
18003,"375351",28.7,28.2,67.3680164913874,NA,13.5,"Yes",3.2,"54473 ",97.8,"2 - Metro (250,000 to 1 million urban pop.)","2 - Small (metro, <1 million residents)","Nonspecialized",48.8777171234391,79.8764356562258,12.0100918873268,4.37643698831227,7.60807883820744,3.15917634427509
18005,"82753",32.6,32.3,70.8584672042669,NA,10.1,"Yes",2.6,"63067 ",113.2,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Manufacturing",50.3027080589223,87.5738643916233,2.33224173141759,7.87886843981487,6.92663710076976,1.68936473602165
18007,"8653",43.2,16.9,NA,NA,11.5,"Yes",3.2,"51649 ",92.7,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Farming",49.6475210909511,96.925921645672,1.00543164220502,0.323587195192419,5.18895180862129,1.38680226511037
18009,"11930",48.1,13.6,NA,NA,14.1,"No",3.9,"45161 ",81,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Manufacturing",49.3629505448449,96.9656328583403,0.754400670578374,0.368818105616094,1.75188600167645,1.59262363788768
18011,"66999",21.3,48.3,76.8162185299039,NA,5.4,"Yes",2.7,"85876 ",154.1,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Nonspecialized",49.7485037090106,92.977507126972,2.01346288750578,3.05825460081494,3.17318168927894,1.62539739399096
18013,"15234",32.6,27.4,NA,NA,10.1,"Yes",3.2,"60944 ",109.4,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Recreation",49.2779309439412,96.7769463043193,0.702376263620848,0.452934226073257,1.69358014966522,1.39162399894972
18015,"20127",40.7,17.2,NA,NA,8.8,"Yes",3.3,"57092 ",102.5,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Manufacturing",50.2658120932081,97.5257117305113,0.794952054454216,0.17389576191186,4.09400308043921,1.10796442589556
18017,"37955",38.3,13.9,NA,NA,13.5,"No",3.7,"48598 ",87.2,"4 - Nonmetro (20,000+ urban pop., adjacent to metro)","5 - Micropolitan (adjacent to small metro area)","Manufacturing",49.94862336978,92.7176920036886,2.15781846923989,2.17889606112502,15.9293900671848,1.64405216703992
18019,"117360",34.2,20.9,71.9976866783816,NA,11.2,"Yes",3.4,"56774 ",101.9,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Nonspecialized",48.8019768234492,87.7377300613497,8.12968643490116,1.13752556237219,5.5453306066803,2.50170415814588
18021,"26170",44.4,16.8,NA,NA,13.8,"Yes",3.9,"52699 ",94.6,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Manufacturing",49.4077187619412,97.3137179977073,0.722200993504012,0.366832250668705,1.42529614061903,1.26480703095147
18023,"32250",44.1,16.6,NA,NA,11.9,"No",2.8,"51730 ",92.8,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","3 - Micropolitan (adjacent to large metro area)","Manufacturing",49.7209302325581,97.3209302325581,0.744186046511628,0.427906976744186,16.446511627907,0.948837209302326
18025,"10558",46.2,11.4,NA,NA,15.8,"No",4.5,"44152 ",79.2,"8 - Nonmetro (rural or < 2,500 urban pop., adjacent to metro)","4 - Noncore (adjacent to large metro area)","Nonspecialized",50.8713771547642,97.1585527562038,0.60617541200985,0.208372797878386,1.43966660352339,1.39230914946013
18027,"33147",33.8,13.8,NA,NA,11.5,"No",2.7,"55434 ",99.5,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","8 - Micropolitan (not adjacent to metro area)","Nonspecialized",50.3846501945877,95.7100190062449,2.22041210365946,0.509850061845718,4.94464054062208,1.05891935921803
18029,"49568",40.2,21.6,NA,NA,9.4,"Yes",3.6,"66502 ",119.3,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Recreation",49.7276468689477,97.3450613298902,0.673821820529374,0.45593931568754,1.33150419625565,1.22659780503551
18031,"26794",43.8,19.6,NA,NA,11.7,"No",3,"57441 ",103.1,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","3 - Micropolitan (adjacent to large metro area)","Manufacturing",49.6603717250131,96.7679331193551,0.61954168843771,1.32865566917967,2.09002015376577,0.98902739419273
18033,"43226",41.8,17.7,NA,NA,10.1,"No",2.8,"58987 ",105.9,"4 - Nonmetro (20,000+ urban pop., adjacent to metro)","5 - Micropolitan (adjacent to small metro area)","Manufacturing",49.629852403646,97.4598621200204,0.515893212418452,0.52283347985009,2.79461435247305,1.1220099014482
18035,"114772",34.6,24.3,61.3891989353482,NA,22.5,"Yes",4,"43096 ",77.3,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Government",48.2548008225003,88.8065033283379,7.17073850764995,1.3705433380964,2.56334297563866,2.29672742480744
18037,"42565",39.2,22.2,NA,NA,7.6,"No",2.5,"62126 ",111.5,"5 - Nonmetro (20,000+ urban pop., not adjacent to metro)","8 - Micropolitan (not adjacent to metro area)","Manufacturing",49.9776811934688,97.1478914601198,0.831669211793727,0.725948549277575,7.82567837425115,0.801127687066839
18039,"205560",35.2,19.2,69.6645447977863,NA,11.5,"Yes",2.6,"59251 ",106.3,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Manufacturing",49.4244989297529,89.5028215606149,6.13251605370695,1.18554193422845,16.2979178828566,2.45378478303172
18041,"23047",43,11.6,NA,NA,14.5,"No",4.6,"47737 ",85.7,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","3 - Micropolitan (adjacent to large metro area)","Nonspecialized",49.3816982687552,96.5592051026164,1.41883976222502,0.373150518505662,1.34507745042739,1.26697617911225
18043,"77781",30,29.5,72.8559446424827,NA,9.5,"Yes",3.3,"64992 ",116.6,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Nonspecialized",48.5748447564315,90.5426775176457,5.49620087167817,1.19309342898651,3.36328923516026,2.3579023154755
18045,"16351",44.2,15,NA,NA,11.2,"No",3.6,"53493 ",96,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Manufacturing",49.9174362424317,97.3701914256009,0.617699223289095,0.348602531955232,2.62369274050517,1.21705094489634
18047,"22736",42.8,19.8,NA,NA,8.6,"No",3.7,"62251 ",111.7,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","4 - Noncore (adjacent to large metro area)","Nonspecialized",49.9516185784659,97.3830049261084,0.334271639690359,1.07318789584799,1.17434904996481,0.919247009148487
18049,"20092",40.3,14.4,NA,NA,13.6,"No",3.4,"52798 ",94.7,"7 - Nonmetro (2,500 to 19,999 urban pop., not adjacent to metro)","9 - Noncore (adjacent to micro area, with a town of 2,500 to 19,999)","Manufacturing",50.0099542106311,96.152697591081,0.85108500895879,0.602229743181366,5.29564005574358,1.4682460680868
18051,"33452",39.7,17.4,NA,NA,10.6,"No",2.7,"56960 ",102.2,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Manufacturing",50.038861652517,95.0077723305034,2.13440153055124,0.547052493124477,1.66507234246084,1.95205069950975
18053,"65936",40.6,17.1,69.3291599041657,NA,19.9,"No",3.9,"45138 ",81,"4 - Nonmetro (20,000+ urban pop., adjacent to metro)","3 - Micropolitan (adjacent to large metro area)","Manufacturing",47.8615627274933,88.7011647658335,7.2873695704926,0.952438728463965,4.39972094151905,2.58735743751517
18055,"32006",41.7,14.8,NA,NA,14,"No",4.4,"46835 ",84,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Nonspecialized",50.0531150409298,97.8785227769793,0.281197275510842,0.374929700681122,1.48722114603512,1.05292757607948
18057,"330086",15.3,57.8,78.2835858628419,NA,4.2,"Yes",2.7,"101740 ",182.6,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Nonspecialized",48.8796859000382,87.0376204989003,4.40945692940628,6.22565028507722,4.10741443139061,2.05552492380773
18059,"76351",32.8,30.3,82.1744929717159,NA,5.6,"Yes",3,"73831 ",132.5,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Nonspecialized",49.1977839190056,94.2266636979214,2.94167725373603,0.877526162067295,2.43873688622284,1.60312242144831
18061,"40350",40.1,17.4,NA,NA,9.3,"Yes",3.5,"60379 ",108.4,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Recreation",49.9702602230483,97.1499380421313,0.718711276332094,0.453531598513011,1.99752168525403,1.30359355638166
18063,"167009",27.2,36.3,77.287466758171,NA,5.9,"Yes",2.9,"80834 ",145.1,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Nonspecialized",50.0320342017496,87.147399241957,7.44151512792724,2.98486907891191,4.02672909843182,2.05318276260561
18065,"48271",43.9,16.6,NA,NA,14.4,"No",3.5,"50183 ",90.1,"4 - Nonmetro (20,000+ urban pop., adjacent to metro)","3 - Micropolitan (adjacent to large metro area)","Nonspecialized",51.9960224565474,95.2228045824615,2.72420293758157,0.399825982473949,1.93905243313791,1.41907149220029
18067,"82366",36.5,21.2,71.4715416289461,NA,12.3,"Yes",4.1,"55365 ",99.4,"3 - Metro (< 250,000 urban pop.)","2 - Small (metro, <1 million residents)","Manufacturing",48.5430881674477,87.8505694097079,7.70099312823252,1.25415826918874,3.45530922953646,2.74385061797344
18069,"36240",42,19,NA,NA,10.1,"No",3.6,"53809 ",96.6,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","5 - Micropolitan (adjacent to small metro area)","Manufacturing",49.3184326710817,96.801876379691,0.725717439293598,0.59326710816777,2.60485651214128,1.26103752759382
18071,"44111",43.5,15.5,NA,NA,12,"No",2.8,"55518 ",99.6,"4 - Nonmetro (20,000+ urban pop., adjacent to metro)","5 - Micropolitan (adjacent to small metro area)","Manufacturing",49.8447099362971,94.3800865997143,1.24685452608193,2.44610187934982,7.17281403731495,1.39194305275328
18073,"33370",42.3,14.9,NA,NA,9.4,"Yes",3.9,"66720 ",119.7,"1 - Metro (1 million+ urban pop.)","1 - Large (metro, 1 million+ residents)","Nonspecialized",49.748276895415,97.0782139646389,0.869044051543302,0.476475876535811,6.10728198981121,1.1836979322745
18075,"20764",47.2,10.6,NA,NA,13,"No",3.3,"48392 ",86.8,"6 - Nonmetro (2,500 to 19,999 urban pop., adjacent to metro)","6 - Noncore (adjacent to small metro, with a town of ≥ 2,500)","Manufacturing",49.8362550568291,97.7364669620497,0.505682912733577,0.423810441148141,3.22673858601426,1.10768638027355
